GEOID,NAME,COUNTYFP,closeness,betweenness,density,per_pover2
06067007413,74.13,067,5.412544205827326e-4,364845.66091608827,1.760874889483588e-5,132
06067007414,74.14,067,5.9327750744725e-4,591288.5162182439,1.9756059685388326e-4,84
06067007416,74.16,067,5.9327750744725e-4,591288.5162182439,2.3046790647838038e-4,66
06067007417,74.17,067,5.9327750744725e-4,591288.5162182439,5.245912591096958e-5,204
06067009408,94.08,067,5.9327750744725e-4,591288.5162182439,4.395473129989084e-6,9
06067009630,96.30,067,5.9327750744725e-4,591288.5162182439,1.475717338714675e-6,214
06067007424,74.24,067,5.758521482152e-4,503782.9994182285,2.1514551346577657e-5,141
06067009632,96.32,067,5.9327750744725e-4,591288.5162182439,1.0463343168791184e-4,214
06067005505,55.05,067,6.053829727579779e-4,521374.7304361258,5.3506243851787774e-5,169
06067009633,96.33,067,5.9327750744725e-4,591288.5162182439,3.48046028584497e-4,78
06067007406,74.06,067,5.9327750744725e-4,591288.5162182439,1.8854112538212977e-5,86
06067009635,96.35,067,5.9327750744725e-4,591288.5162182439,2.580459566911353e-5,216
06067009312,93.12,067,5.398207122005696e-4,519214.273122316,1.1763301839169166e-4,18
06067009636,96.36,067,5.9327750744725e-4,591288.5162182439,6.739410006276856e-7,21
06067003202,32.02,067,6.029213125302927e-4,262658.8410800813,4.715933375670972e-5,150
06067009900,99,067,5.666397047264407e-4,554021.2735489054,7.497898378278818e-7,27
06067000100,1,067,5.935089278850512e-4,212988.99071076914,3.597078865555493e-5,182
06067009606,96.06,067,4.420582823931489e-4,256588.80567635348,3.6587165610733346e-5,127
06067008600,86,067,5.9327750744725e-4,591288.5162182439,2.71789634419002e-7,71
06067002700,27,067,7.693059943619664e-4,980647.9206189171,2.2358407260691376e-4,117
06067009406,94.06,067,5.9327750744725e-4,591288.5162182439,1.1503046660764055e-7,165
06067009316,93.16,067,5.450734565073683e-4,519485.33086485206,2.0620890145015664e-4,53
06067009317,93.17,067,5.327489177011788e-4,502122.64838079456,1.0469661611787527e-4,35
06067009318,93.18,067,5.258447345235227e-4,479389.12513254385,1.1050088725283089e-4,32
06067009639,96.39,067,3.772349486548517e-4,105771.7980327891,8.423264408712355e-5,65
06067009319,93.19,067,5.009120909895032e-4,424676.39623522625,8.59158790957108e-6,82
06067004501,45.01,067,6.782588631884486e-4,1335649.9620924294,2.1636671791194506e-5,174
06067009309,93.09,067,5.9327750744725e-4,591288.5162182439,4.388151736075083e-5,205
06067004502,45.02,067,5.833458446070217e-4,785845.0576617032,2.9607353115901607e-5,153
06067009310,93.10,067,5.9327750744725e-4,591288.5162182439,4.1118282393811116e-5,205
06067004701,47.01,067,5.725903592215811e-4,660007.798698111,3.2106251101215627e-5,171
06067009311,93.11,067,5.514138413871836e-4,536224.4947858062,7.934151593267668e-7,40
06067004702,47.02,067,6.032028340561494e-4,758707.9859997551,5.455760069976476e-5,147
06067009320,93.20,067,4.707562009140824e-4,352434.6303754177,1.14231460099632e-5,92
06067005204,52.04,067,5.255798318436161e-4,327261.59112937906,4.495572866798334e-5,10
06067005510,55.10,067,6.157994087579338e-4,562190.9318538371,3.5526045090963405e-5,111
06067005904,59.04,067,5.9327750744725e-4,591288.5162182439,1.0395818898693362e-4,56
06067009321,93.21,067,5.182629593549194e-4,470099.1976557855,1.4300888074355125e-4,27
06067000200,2,067,6.543286458190851e-4,235575.63518342836,2.9114826310840867e-5,160
06067000300,3,067,7.214525738292192e-4,539126.036421671,4.685862477113934e-5,185
06067000400,4,067,7.86573953745293e-4,700806.2100816248,2.0807773829425335e-4,38
06067000500,5,067,5.9327750744725e-4,591288.5162182439,3.4640137793073246e-6,130
06067001800,18,067,7.737228006099576e-4,1126727.876901288,1.6127104532844965e-4,64
06067001900,19,067,7.99074254156922e-4,927009.2162309028,1.5379658475840377e-4,42
06067002000,20,067,8.07987326260583e-4,2622507.485322577,1.8294876118294648e-4,80
06067008137,81.37,067,5.9327750744725e-4,591288.5162182439,1.5816920308338504e-4,62
06067005102,51.02,067,5.534043290919195e-4,520690.8362378798,4.523255550044305e-6,90
06067007423,74.23,067,5.9327750744725e-4,591288.5162182439,1.032725270516779e-4,172
06067008905,89.05,067,5.9327750744725e-4,591288.5162182439,1.2265399216791886e-4,22
06067009307,93.07,067,5.9327750744725e-4,591288.5162182439,7.916579930449392e-5,16
06067008910,89.10,067,5.9327750744725e-4,591288.5162182439,1.2153833411518582e-4,53
06067004201,42.01,067,6.008085604948997e-4,396287.4551625114,6.847084786518934e-6,67
06067009004,90.04,067,5.9327750744725e-4,591288.5162182439,1.238089342823827e-4,27
06067008911,89.11,067,5.9327750744725e-4,591288.5162182439,4.715179458193946e-4,145
06067008913,89.13,067,5.9327750744725e-4,591288.5162182439,5.414800636424921e-5,50
06067000600,6,067,7.610432725413187e-4,894664.8206666335,5.094657982691214e-4,178
06067000700,7,067,5.9327750744725e-4,591288.5162182439,2.452347882300151e-4,173
06067000800,8,067,7.535774569492812e-4,1058141.8271279363,1.9214798186545094e-4,43
06067001200,12,067,5.9327750744725e-4,591288.5162182439,3.401988414728593e-4,83
06067001300,13,067,8.030941872183328e-4,731256.3452604171,2.6999468158403077e-4,76
06067001400,14,067,8.019221177476555e-4,1333993.7905159802,2.4684610985762094e-4,94
06067001500,15,067,7.756803145356026e-4,2063228.5780752217,6.929316504585783e-5,184
06067009503,95.03,067,5.9327750744725e-4,591288.5162182439,6.125783329267641e-5,86
06067009322,93.22,067,4.960592307941277e-4,421425.04406848515,1.8439320652840445e-5,36
06067009502,95.02,067,5.9327750744725e-4,591288.5162182439,3.4602041894394316e-6,52
06067009504,95.04,067,5.9327750744725e-4,591288.5162182439,8.712960812895842e-5,96
06067007602,76.02,067,5.9327750744725e-4,591288.5162182439,1.1245395907230908e-4,63
06067005508,55.08,067,6.011039314173654e-4,473250.2006615497,2.85345964431495e-4,105
06067003600,36,067,7.450339432726449e-4,1969859.7435355177,1.9695790883776947e-4,101
06067008912,89.12,067,5.9327750744725e-4,591288.5162182439,7.408896618442043e-5,18
06067007415,74.15,067,5.9327750744725e-4,591288.5162182439,1.3147035921627257e-4,59
06067008140,81.40,067,5.9327750744725e-4,591288.5162182439,6.333117439953608e-5,200
06067008008,80.08,067,5.9327750744725e-4,591288.5162182439,6.041731143003979e-5,11
06067009110,91.10,067,5.293527764580508e-4,309546.0403865954,4.439780742727255e-4,188
06067009005,90.05,067,5.9327750744725e-4,591288.5162182439,1.5483268311522516e-5,85
06067003501,35.01,067,7.764037163127562e-4,1790478.6092081522,2.2289559334227717e-4,140
06067009006,90.06,067,5.9327750744725e-4,591288.5162182439,5.508355895865464e-6,78
06067006004,60.04,067,5.702689810114337e-4,480832.61760841636,9.874473752102556e-5,14
06067005205,52.05,067,5.506912195598541e-4,426683.7860091352,2.487052246545538e-5,148
06067005001,50.01,067,5.368645688587306e-4,495819.76958450896,5.7425275318012976e-5,134
06067007016,70.16,067,5.299533635144627e-4,305120.8443364138,5.3630975361346255e-5,27
06067007906,79.06,067,5.9327750744725e-4,591288.5162182439,7.116475947527841e-5,204
06067009314,93.14,067,5.329161165205319e-4,507196.57860363345,1.5422916439746633e-6,55
06067008207,82.07,067,5.9327750744725e-4,591288.5162182439,3.629951045366806e-5,199
06067002500,25,067,7.843137522236663e-4,770749.2257896957,1.188648681007575e-4,6
06067009501,95.01,067,5.9327750744725e-4,591288.5162182439,3.9639365291972826e-6,129
06067009403,94.03,067,5.9327750744725e-4,591288.5162182439,2.1180990908951122e-7,187
06067007020,70.20,067,5.770736507553424e-4,195041.87097421056,5.055683685780945e-5,190
06067007102,71.02,067,4.567763372595881e-4,293111.4158198617,3.425696156763039e-5,164
06067007428,74.28,067,5.9327750744725e-4,591288.5162182439,1.3887070592790194e-4,34
06067008506,85.06,067,5.9327750744725e-4,591288.5162182439,9.551641616075908e-5,205
06067009007,90.07,067,5.9327750744725e-4,591288.5162182439,2.4216462288872043e-4,98
06067008509,85.09,067,5.9327750744725e-4,591288.5162182439,1.2547523561491994e-4,7
06067009008,90.08,067,5.9327750744725e-4,591288.5162182439,2.322309958979798e-5,112
06067009011,90.11,067,5.9327750744725e-4,591288.5162182439,1.8362905557279602e-5,183
06067009106,91.06,067,5.732770929710835e-4,474105.912931778,1.4705238796086428e-4,75
06067009103,91.03,067,5.9327750744725e-4,591288.5162182439,6.87683665089981e-5,214
06067001700,17,067,6.861482684658313e-4,794381.7211903292,1.4465443161122073e-5,111
06067007426,74.26,067,5.9327750744725e-4,591288.5162182439,2.1886949362180352e-4,102
06067001600,16,067,6.927684638324469e-4,1089989.391146612,5.018227502274149e-5,194
06067007427,74.27,067,5.9327750744725e-4,591288.5162182439,3.6526514799817896e-5,96
06067009323,93.23,067,4.938012154865306e-4,417038.6944969812,2.5845022273095952e-5,125
06067007429,74.29,067,5.9327750744725e-4,591288.5162182439,3.302673911641248e-5,100
06067009407,94.07,067,5.9327750744725e-4,591288.5162182439,4.669371261648374e-6,27
06067009107,91.07,067,5.9327750744725e-4,591288.5162182439,4.9719885845411764e-5,204
06067009622,96.22,067,5.9327750744725e-4,591288.5162182439,3.163182111361505e-5,70
06067009601,96.01,067,5.505605453178736e-4,511224.7509696268,7.991086863732324e-6,95
06067005301,53.01,067,7.04575816285426e-4,873773.3847702142,4.100953136156485e-5,202
06067009608,96.08,067,3.91978235565439e-4,274136.3726827642,2.3870527621866984e-5,98
06067009108,91.08,067,5.9327750744725e-4,591288.5162182439,1.104842089144804e-4,19
06067005903,59.03,067,5.9327750744725e-4,591288.5162182439,2.569405552471467e-4,79
06067007903,79.03,067,5.9327750744725e-4,591288.5162182439,1.0017264379837137e-4,47
06067009109,91.09,067,5.638053596900557e-4,456782.8285002125,1.457354228551377e-4,43
06067007019,70.19,067,5.532753382184636e-4,471072.61758829304,2.5908966085336858e-5,149
06067005506,55.06,067,5.9327750744725e-4,591288.5162182439,1.1556254546257935e-5,146
06067007103,71.03,067,5.01854545456556e-4,493883.01897045545,7.070522828736179e-5,210
06067007104,71.04,067,4.475344413580651e-4,219091.5650406899,5.035007101153923e-5,120
06067003900,39,067,7.016138022024227e-4,206154.3164339065,2.1505364879377772e-5,163
06067004001,40.01,067,6.150582307089514e-4,438184.5980907704,4.832442834001892e-5,205
06067004004,40.04,067,5.367517620608188e-4,138019.5938890271,3.757127846489112e-5,124
06067004005,40.05,067,5.851724767544465e-4,350073.9504405569,7.533632231277853e-5,12
06067005402,54.02,067,6.382083486921196e-4,574844.55456097,4.6690469807009365e-5,136
06067005403,54.03,067,5.906008483823767e-4,352632.41870381514,1.7064529117451492e-4,115
06067007430,74.30,067,5.9327750744725e-4,591288.5162182439,1.6795631354191154e-5,44
06067005404,54.04,067,5.528056428124003e-4,327521.49518415227,5.453703477045456e-5,24
06067007431,74.31,067,5.9327750744725e-4,591288.5162182439,1.768486314440595e-4,43
06067007432,74.32,067,5.9327750744725e-4,591288.5162182439,2.324050312749607e-4,38
06067007433,74.33,067,5.9327750744725e-4,591288.5162182439,1.0848816634018034e-4,17
06067004012,40.12,067,5.324459754405314e-4,106028.18583557519,3.6875757794694645e-5,183
06067004100,41,067,6.371598255368004e-4,1210324.8778053662,3.245845687194272e-5,137
06067004202,42.02,067,6.044674355191995e-4,599587.0386602514,2.0701577250772678e-5,92
06067004203,42.03,067,5.975254690627004e-4,862137.0744537192,6.169676821149842e-5,157
06067004300,43,067,5.700058036412852e-4,328101.16255254723,3.043613897542399e-5,108
06067004401,44.01,067,6.542798940901752e-4,815226.0855432876,8.654750652120209e-6,116
06067008122,81.22,067,5.9327750744725e-4,591288.5162182439,5.988556172139075e-5,216
06067004006,40.06,067,6.073126385180006e-4,505049.1894268156,1.1581696363598698e-4,29
06067005502,55.02,067,5.991368744463384e-4,370437.82820645,3.138025941767115e-5,152
06067008129,81.29,067,5.9327750744725e-4,591288.5162182439,2.0708825720982063e-4,73
06067008130,81.30,067,5.9327750744725e-4,591288.5162182439,1.6428505427862903e-4,91
06067008145,81.45,067,5.9327750744725e-4,591288.5162182439,5.483698609675709e-5,194
06067008203,82.03,067,5.9327750744725e-4,591288.5162182439,4.7399139684275985e-5,74
06067008204,82.04,067,5.9327750744725e-4,591288.5162182439,6.120279555698925e-5,215
06067008510,85.10,067,5.9327750744725e-4,591288.5162182439,2.5072165377660613e-6,69
06067005601,56.01,067,6.018658652266076e-4,552332.6615239636,2.0996031426314473e-5,139
06067004402,44.02,067,6.984781210127723e-4,1526745.8304990262,6.529549317697889e-5,167
06067004601,46.01,067,6.285612228498714e-4,836579.6327725346,6.570378265213774e-5,175
06067008206,82.06,067,5.9327750744725e-4,591288.5162182439,3.8637837718664954e-5,125
06067004602,46.02,067,6.491572267262033e-4,974326.8659921628,5.468090722785672e-5,153
06067008208,82.08,067,5.9327750744725e-4,591288.5162182439,6.121779918695173e-5,31
06067008209,82.09,067,5.9327750744725e-4,591288.5162182439,3.2228146236774816e-5,189
06067004801,48.01,067,5.185285274546981e-4,168564.01541078766,1.335313322361485e-5,87
06067009111,91.11,067,5.693980143283439e-4,493137.174811536,1.386927918413695e-4,13
06067007301,73.01,067,5.607913177426981e-4,424686.49593950633,4.935636159954214e-6,139
06067009325,93.25,067,5.9327750744725e-4,591288.5162182439,5.257114242416335e-6,201
06067009637,96.37,067,5.9327750744725e-4,591288.5162182439,4.738846736513509e-5,122
06067988300,9883,067,5.9327750744725e-4,591288.5162182439,2.5054913630005736e-7,1
06067004802,48.02,067,5.440110403557728e-4,437921.41008045967,3.4424469387962094e-5,133
06067007101,71.01,067,4.886327527596442e-4,301472.2536009123,1.3111148604909617e-8,1
06067004903,49.03,067,5.395891216711832e-4,280725.5128232478,7.153543378396738e-5,159
06067007105,71.05,067,4.4036428600424053e-4,148738.08666304054,2.806581477242295e-5,84
06067004904,49.04,067,5.403451581416084e-4,642978.6440856325,2.8259076305713583e-6,57
06067003203,32.03,067,5.9327750744725e-4,591288.5162182439,9.133075674078688e-6,142
06067005201,52.01,067,6.4156791782627e-4,650219.1541401206,1.1805440532929498e-4,177
06067008705,87.05,067,5.9327750744725e-4,591288.5162182439,2.1451612654361625e-6,200
06067009326,93.26,067,5.9327750744725e-4,591288.5162182439,1.034196708431831e-5,193
06067009330,93.30,067,5.9327750744725e-4,591288.5162182439,1.95762550135068e-5,193
06067001101,11.01,067,7.926119886654561e-4,1101471.6954315314,1.7073689718287237e-4,154
06067009105,91.05,067,5.9327750744725e-4,591288.5162182439,2.462303808289653e-4,106
06067009611,96.11,067,5.9327750744725e-4,591288.5162182439,7.68300625552221e-5,10
06067009404,94.04,067,5.9327750744725e-4,591288.5162182439,1.222864515943325e-6,22
06067009614,96.14,067,4.3492643193982254e-4,259853.37912269088,1.7111419706642128e-5,60
06067005202,52.02,067,5.431694150595088e-4,432880.3615267985,9.82371797707339e-5,47
06067009615,96.15,067,5.9327750744725e-4,591288.5162182439,8.562224332590919e-5,211
06067009616,96.16,067,5.9327750744725e-4,591288.5162182439,7.097641588193926e-5,195
06067005605,56.05,067,5.9327750744725e-4,591288.5162182439,4.6662988430190284e-6,126
06067008505,85.05,067,5.9327750744725e-4,591288.5162182439,2.3381900456906487e-4,161
06067008507,85.07,067,5.9327750744725e-4,591288.5162182439,6.920087366036122e-5,68
06067005702,57.02,067,5.978425971448177e-4,557422.090342916,1.8259655327025758e-5,123
06067005606,56.06,067,5.982859770352339e-4,529478.0749750675,5.264047840788926e-5,197
06067005701,57.01,067,5.985852051886668e-4,563413.3462159738,2.708411334661768e-5,186
06067005801,58.01,067,5.9327750744725e-4,591288.5162182439,5.491142038654406e-5,191
06067002900,29,067,5.9327750744725e-4,591288.5162182439,1.0269270770396445e-4,32
06067003000,30,067,6.42281069026752e-4,534810.809501138,3.4084948492719425e-5,109
06067008704,87.04,067,5.9327750744725e-4,591288.5162182439,7.028657057371962e-5,212
06067003101,31.01,067,5.843223505607589e-4,352139.9531709629,1.2967488360268059e-4,23
06067008801,88.01,067,5.9327750744725e-4,591288.5162182439,9.692969010631672e-6,58
06067009010,90.10,067,5.9327750744725e-4,591288.5162182439,3.289849558788706e-5,203
06067009324,93.24,067,5.9327750744725e-4,591288.5162182439,2.287454828700162e-5,121
06067002800,28,067,5.9327750744725e-4,591288.5162182439,4.32642298377558e-5,170
06067009329,93.29,067,5.9327750744725e-4,591288.5162182439,7.738829145445988e-5,52
06067003102,31.02,067,6.31644443962335e-4,490747.55986104073,2.3187115033834738e-4,110
06067009331,93.31,067,5.9327750744725e-4,591288.5162182439,7.325800035652287e-5,200
06067004905,49.05,067,4.778421082647253e-4,330270.93441924645,1.570500124349214e-5,59
06067008124,81.24,067,5.9327750744725e-4,591288.5162182439,7.888297722820489e-5,17
06067008210,82.10,067,5.9327750744725e-4,591288.5162182439,2.2235071950361996e-5,180
06067008125,81.25,067,5.9327750744725e-4,591288.5162182439,6.879852918894208e-5,216
06067008211,82.11,067,5.9327750744725e-4,591288.5162182439,1.062962073426692e-5,196
06067008127,81.27,067,5.9327750744725e-4,591288.5162182439,1.8113519174032088e-5,107
06067008402,84.02,067,5.9327750744725e-4,591288.5162182439,7.453333836258906e-5,28
06067008403,84.03,067,5.9327750744725e-4,591288.5162182439,3.896484273342476e-5,161
06067008404,84.04,067,5.9327750744725e-4,591288.5162182439,6.883175705794677e-5,73
06067009612,96.12,067,5.9327750744725e-4,591288.5162182439,1.1653788705444314e-4,213
06067009800,98,067,5.9327750744725e-4,591288.5162182439,1.012008019299121e-6,96
06067009112,91.12,067,5.9327750744725e-4,591288.5162182439,7.723207423511435e-5,60
06067009308,93.08,067,5.9327750744725e-4,591288.5162182439,8.420314473260542e-5,22
06067009617,96.17,067,5.9327750744725e-4,591288.5162182439,3.144867866251579e-5,165
06067009618,96.18,067,5.140595237288308e-4,519328.5396971479,1.396090044513002e-5,19
06067007421,74.21,067,5.9327750744725e-4,591288.5162182439,3.774840743038479e-5,181
06067007422,74.22,067,5.9327750744725e-4,591288.5162182439,2.2348210866200675e-4,102
06067005002,50.02,067,5.335680546036754e-4,512714.617466478,3.0344247702301432e-5,138
06067004906,49.06,067,5.223885228083043e-4,694452.2948295613,2.639840538050001e-4,100
06067007018,70.18,067,5.395259476368685e-4,456274.6466283757,4.6337861295970255e-5,23
06067005101,51.01,067,5.437785519355649e-4,498869.9958467062,3.1796504344649904e-5,154
06067009201,92.01,067,5.297008844172348e-4,373654.00618806225,3.909464038882518e-6,61
06067009638,96.38,067,5.9327750744725e-4,591288.5162182439,1.412313632163135e-6,203
06067007106,71.06,067,4.98662370365036e-4,356401.69510451745,1.83014677086601e-5,120
06067008703,87.03,067,5.9327750744725e-4,591288.5162182439,2.441359157155943e-5,192
06067005509,55.09,067,5.9327750744725e-4,591288.5162182439,5.590872325790427e-4,114
06067008508,85.08,067,5.9327750744725e-4,591288.5162182439,2.4832739382060396e-6,68
06067009328,93.28,067,5.9327750744725e-4,591288.5162182439,4.57214801331662e-5,197
06067003204,32.04,067,5.540249222436303e-4,171990.98497799918,6.0022117635707255e-5,158
06067009332,93.32,067,5.9327750744725e-4,591288.5162182439,8.767420263378767e-6,30
06067009634,96.34,067,4.6645352355311257e-4,319911.8218512902,3.897777569421019e-5,131
06067005901,59.01,067,5.203451878030929e-4,366598.46464869427,3.9125228562358604e-5,163
06067006002,60.02,067,5.882554934753127e-4,530002.6600127434,8.628555523550944e-6,113
06067006003,60.03,067,4.811670218909873e-4,295194.5498077577,3.105198895879039e-5,135
06067006101,61.01,067,5.724162565216434e-4,457512.32872208685,1.4302460520374643e-6,73
06067006102,61.02,067,5.9327750744725e-4,591288.5162182439,1.917948750405917e-4,79
06067006201,62.01,067,5.776958882966906e-4,439243.4854650163,6.374353777548387e-5,179
06067007601,76.01,067,5.9327750744725e-4,591288.5162182439,2.6774179597802453e-6,44
06067008128,81.28,067,5.9327750744725e-4,591288.5162182439,1.0953065958403591e-5,164
06067007701,77.01,067,5.9327750744725e-4,591288.5162182439,3.219954212756602e-5,128
06067007702,77.02,067,5.9327750744725e-4,591288.5162182439,6.86134426444111e-5,20
06067008131,81.31,067,5.9327750744725e-4,591288.5162182439,7.817815380122173e-5,32
06067007801,78.01,067,5.9327750744725e-4,591288.5162182439,7.968966204943981e-5,51
06067007802,78.02,067,5.9327750744725e-4,591288.5162182439,3.835470562271788e-5,15
06067007904,79.04,067,5.9327750744725e-4,591288.5162182439,7.513182916769673e-5,209
06067007905,79.05,067,5.9327750744725e-4,591288.5162182439,6.590314321149809e-5,9
06067006202,62.02,067,5.643732312911704e-4,323587.32587687706,1.843556047028568e-5,155
06067008132,81.32,067,5.9327750744725e-4,591288.5162182439,5.591269971380444e-5,189
06067006300,63,067,5.583128688817558e-4,283495.0228146838,2.7415807606098886e-5,143
06067008133,81.33,067,5.9327750744725e-4,591288.5162182439,2.810426004701866e-4,109
06067006400,64,067,5.149519406368383e-4,182317.05507006648,1.6974429181675764e-5,119
06067002200,22,067,7.669515966942868e-4,655238.8207055952,3.113094594841422e-5,176
06067008134,81.34,067,5.9327750744725e-4,591288.5162182439,1.0301262353202237e-4,8
06067006500,65,067,5.398040169458838e-4,295873.5521080857,3.1864603960484514e-5,156
06067006600,66,067,5.918859051823533e-4,413661.79077279137,5.382159323202283e-5,151
06067006701,67.01,067,5.3160639932892e-4,573415.1948039045,2.7052883426090105e-5,89
06067006702,67.02,067,5.853983149002829e-4,619151.5614677789,3.36035728157463e-5,168
06067004008,40.08,067,5.053620430919716e-4,58689.01098587227,7.428829714756956e-5,198
06067006800,68,067,6.354611617391814e-4,976556.5450119567,5.7631518190328074e-5,175
06067004009,40.09,067,5.318689867428754e-4,115777.82291084388,7.417666842170102e-5,194
06067004010,40.10,067,5.747085670914932e-4,1264272.308098634,1.274190665512783e-4,22
06067004011,40.11,067,5.321291924827967e-4,124667.38782877156,7.111312467835692e-5,195
06067007015,70.15,067,4.967340931239127e-4,91320.98080793051,4.907388046138637e-5,74
06067009609,96.09,067,4.106933239643231e-4,162020.43319180765,1.584604163045781e-4,25
06067007017,70.17,067,5.755204431208892e-4,433568.3609989142,1.7709958578577916e-5,207
06067009610,96.10,067,4.366194896932775e-4,1039647.2337290586,1.2849255431980643e-5,72
06067008005,80.05,067,5.9327750744725e-4,591288.5162182439,2.3225306547799483e-5,201
06067009619,96.19,067,5.9327750744725e-4,591288.5162182439,8.098234281608547e-5,216
06067008006,80.06,067,5.9327750744725e-4,591288.5162182439,2.949828035327817e-5,201
06067008007,80.07,067,5.9327750744725e-4,591288.5162182439,1.0474606630679879e-4,65
06067002600,26,067,5.9327750744725e-4,591288.5162182439,1.3333418292820728e-4,216
06067008009,80.09,067,5.9327750744725e-4,591288.5162182439,4.315428338781303e-5,21
06067007107,71.07,067,4.941485800530941e-4,265470.75001998787,3.705693090287859e-6,162
06067008513,85.13,067,5.9327750744725e-4,591288.5162182439,5.1772402374855594e-5,5
06067003400,34,067,6.737169441542066e-4,424961.0137492395,8.193371653256042e-5,21
06067003300,33,067,7.371025688971219e-4,1265711.5788753894,7.10717905755835e-5,12
06067008010,80.10,067,5.9327750744725e-4,591288.5162182439,5.2359094020744625e-5,48
06067003502,35.02,067,7.491236824072006e-4,1072653.10587685,1.2456989745358347e-4,37
06067008111,81.11,067,5.9327750744725e-4,591288.5162182439,7.60160038065398e-5,212
06067008113,81.13,067,5.9327750744725e-4,591288.5162182439,1.1696004987271881e-4,33
06067008117,81.17,067,5.9327750744725e-4,591288.5162182439,7.72884789725403e-5,208
06067008119,81.19,067,5.9327750744725e-4,591288.5162182439,1.1021051566327536e-4,41
06067008120,81.20,067,5.9327750744725e-4,591288.5162182439,1.0090237278986799e-4,26
06067008135,81.35,067,5.9327750744725e-4,591288.5162182439,1.7815392302976562e-4,54
06067008136,81.36,067,5.9327750744725e-4,591288.5162182439,1.904766462285968e-5,184
06067008138,81.38,067,5.9327750744725e-4,591288.5162182439,1.067816566103594e-4,45
06067008139,81.39,067,5.9327750744725e-4,591288.5162182439,2.0444133812285085e-4,93
06067008141,81.41,067,5.9327750744725e-4,591288.5162182439,3.62219806974867e-5,111
06067008142,81.42,067,5.9327750744725e-4,591288.5162182439,1.1815391926965945e-4,28
06067006900,69,067,6.728025071714144e-4,955156.4483684126,1.2883501273716722e-5,153
06067008143,81.43,067,5.9327750744725e-4,591288.5162182439,7.398427222465165e-5,23
06067007001,70.01,067,6.392207757331396e-4,663166.7108917477,1.6739832570984062e-5,144
06067008144,81.44,067,5.9327750744725e-4,591288.5162182439,7.612850767982141e-5,206
06067007004,70.04,067,5.908688620390018e-4,445639.3006148659,1.8774142049458584e-5,81
06067007007,70.07,067,6.59053474463375e-4,729591.7485391054,1.096073587047572e-5,112
06067007501,75.01,067,5.9327750744725e-4,591288.5162182439,2.4325766318890056e-5,104
06067007503,75.03,067,5.9327750744725e-4,591288.5162182439,1.8606342540235134e-5,103
06067007504,75.04,067,5.259519392336485e-4,373763.7484731897,5.1324022273087114e-5,89
06067003700,37,067,7.305250224152403e-4,444909.18576440844,4.132710403905613e-5,166
06067003800,38,067,6.528261298493949e-4,950635.5227343845,4.287244099737675e-6,66
06067007010,70.10,067,6.113743285306339e-4,552631.2274050365,7.340890458339205e-5,46
06067007011,70.11,067,6.382476240762614e-4,1071265.5552609197,2.72256692705312e-5,89
06067007012,70.12,067,5.9327750744725e-4,591288.5162182439,2.1218670479681285e-4,77
06067007013,70.13,067,5.9327750744725e-4,591288.5162182439,2.3587963022042523e-4,27
06067008501,85.01,067,5.9327750744725e-4,591288.5162182439,2.9155111193035547e-5,4
06067008504,85.04,067,5.9327750744725e-4,591288.5162182439,1.1523025516823217e-5,125
06067007014,70.14,067,6.417884030408081e-4,1231621.2034060613,1.1355158164997139e-5,49
06067007202,72.02,067,5.552170841215213e-4,414947.7989161682,2.577367974850578e-5,88
06067002100,21,067,7.852419774613231e-4,1040905.0056051781,1.3759861620286042e-4,99
06067008512,85.12,067,5.9327750744725e-4,591288.5162182439,3.999421874362507e-5,3
06067002300,23,067,8.05325640678634e-4,1230658.2242684606,4.121688314833411e-5,162
06067002400,24,067,7.903698529181308e-4,1457466.6079148643,4.3104464784116175e-5,199
06067007206,72.06,067,5.9327750744725e-4,591288.5162182439,1.1176993626278674e-5,39
06067007207,72.07,067,5.9327750744725e-4,591288.5162182439,2.2442933202642656e-5,31
06067005803,58.03,067,5.894252647011695e-4,531630.4437227353,1.0799910654390491e-5,125
06067008907,89.07,067,5.9327750744725e-4,591288.5162182439,1.6855217314207716e-5,93
06067005804,58.04,067,5.9327750744725e-4,591288.5162182439,3.678048950737701e-5,2
06067008908,89.08,067,5.9327750744725e-4,591288.5162182439,1.0367585653357531e-4,25
06067008909,89.09,067,5.9327750744725e-4,591288.5162182439,8.695985478459804e-5,118
06067008702,87.02,067,5.9327750744725e-4,591288.5162182439,3.729177652977164e-5,3
06067007204,72.04,067,5.116180889982286e-4,228125.6905044809,2.3217893704760077e-5,18
06067007209,72.09,067,5.9327750744725e-4,591288.5162182439,9.203523479489362e-5,74
06067007402,74.02,067,5.9327750744725e-4,591288.5162182439,2.166348815052169e-5,97
06067007403,74.03,067,5.759439094430664e-4,502505.97047095577,1.3376464739351586e-5,99
06067007208,72.08,067,5.384105821722522e-4,389897.73395644326,2.940976904165443e-5,38
